X,Y,OBJECTID,Count_,Int_Number,Location
776324.9844,2957018.534,388,758,4092,"North St., Ramp CNSA, & Surface Rd. SB  (Monitor #7000)"
767132.26,2953145.909,389,129,88,Beacon St. & Massachusetts Ave.
780431.8427,2951153.07,390,782,3126,Pumphouse Rd. & Summer St.  (Monitor #4061)
761386.5213,2945179.41,391,810,2152,South Huntington Ave. near Heath St.  (Mid-block)
780774.2019,2959652.164,392,825,1559,Sumner St. @ Engine #40 near Bremen St.
762920.161,2951593.741,393,130,156,Beacon St. & Park Drive
780542.8507,2959785.614,394,826,171,Sumner St. @ Maverick Sq. MBTA Station
774225.7618,2955683.909,395,131,9,Beacon St. & Park St.
769378.0733,2941837.657,396,841,3141,Warren St. & Mall Driveway near Woodbine St.
745125.7571,2953411.66,397,846,672,Washington St. @ Presentation Church (near Atkins)
775882.0468,2950323.103,398,248,136,"Broadway Bridge, Dorchester Ave, & West Broadway"
775272.449,2954092.159,399,138,101,Bedford St. & Kingston St.
761333.5979,2952962.974,400,259,315,"BU Bridge, Commonwealth Ave., & Essex St. (Monitor #316)"
756456.0687,2924898.407,401,139,972,Beech St. & Poplar St.
771492.9823,2946855.771,402,31,2341,Albany St. @ Boston Medical Center
773783.6364,2953280.909,403,819,1,Stuart St. & Tremont St.
771448.6867,2966187.478,404,37,1131,Alford St. @ Ryan Playground
752180.5494,2929463.826,405,141,1238,Belgrade Ave. & McCraw St.
770948.0304,2952351.129,406,820,1358,Stuart St. & Trinity Pl.
783376.4497,2963180.663,407,351,2325,Chelsea St. Mid-Block near Prescott St.
754168.695,2957482.409,408,827,2271,Telford St. & Western Ave.
750123.5391,2954623.023,409,578,717,Faneuil St. @ McKinney Playground
774311.7614,2954928.66,410,828,6,Temple Pl. & Tremont St.
754217.4459,2929545.154,411,142,705,Belgrade Ave. & Walworth St.
768388.3854,2950201.659,412,654,839,Huntington Ave. & Massachusetts Ave. Underpasses
766784.3842,2941263.657,413,829,393,Townsend St. & Walnut Ave.
767720.1143,2951562.069,414,147,129,Belvidere St. & Massachusetts Ave.
767616.1264,2949629.052,415,660,1349,Huntington Ave. opposite YMCA
773679.074,2951042.659,416,830,4087,Traveler St. & Washington St.
761582.8833,2944350.351,417,809,725,South Huntington Ave. @ Veterans Hospital  (Mid-block)
770646.1983,2949697.409,418,832,146,Tremont St. & West Newton St.
774155.632,2952743.926,419,847,1895,Washington St. @ Tufts Medical Center
786868.0759,2965108.162,420,149,1019,Bennington St. & Byron St.
774192.4493,2954759.409,421,833,5,Tremont St. & West St.
764309.5078,2946446.903,422,834,2241,Tremont St. @ Carmel St.
792007.5143,2967528.663,423,150,2263,Bennington St. & Leverett Ave.
760102.3242,2933977.404,424,835,2272,Ukraine Way & Washington St.
786287.7006,2964814.412,425,151,732,Bennington St. & Moore St.
772514.0112,2949701.409,426,836,872,Union Park St. & Washington St.
750118.7567,2951340.158,427,837,681,Union St. & Winship St.
784404.267,2963850.378,428,152,450,Bennington St. & Neptune Rd.
768648.1351,2945679.408,429,838,1970,Vernon St. & Washington St.
760227.1971,2932612.155,430,839,509,Wachusett St. & Walk Hill St.
789429.295,2966309.948,431,153,168,Bennington St. & Saratoga St.
750858.4103,2922737.811,432,842,1051,Washington St. & West Boundary Rd.
762343.8847,2936960.156,433,843,1285,Washington St. & Williams St.
785266.9154,2964288.909,434,154,1173,Bennington St. & Swift St.
778222.4496,2953026.659,435,5,1662,"A St., Congress St., & Thompson St."
775890.2686,2949452.5,436,6,933,"A St., Dorchester Ave., & West Fifth St."
788451.9815,2965857.828,437,155,1953,Bennington St. & Trident St.
776977.6652,2950844.269,438,7,3138,"A St., Richards St., & Sobin Park"
767158.6814,2947175.445,439,8,3082,"Access Dr., Ruggles St., & Tremont St."
771574.7572,2953316.908,440,158,77,Berkeley St. & Boylston St.
776228.5442,2932913.831,441,17,764,"Adams St., Centre St., & Elmdale St."
772149.8861,2951760.409,442,159,623,Berkeley St. & Chandler St.
773090.6997,2924522.904,443,18,360,"Adams St., Dorchester Ave., & Washington St. (Pierce Sq.)"
776053.5749,2933910.155,444,19,567,"Adams St., Neponset Ave., & Parkman St."
771922.8859,2952374.159,445,160,278,Berkeley St. & Columbus Ave.
746704.5694,2929984.654,446,20,1022,"Addington St., LaGrange St., & Vermont St."
773315.3244,2930663.405,447,21,890,"Alban St., Talbot Ave., & Welles Ave."
771202.8858,2954322.659,448,163,280,Berkeley St. & Marlborough St.
774442.8866,2950320.159,449,33,312,"Albany St., East Berkeley St., Frontage Rd NB, & West Fourth St. Bridge"
759863.0077,2926910.391,450,53,370,"American Legion Hwy., Canterbury St., & Cummins Hwy."
771467.261,2953608.409,451,164,282,Berkeley St. & Newbury St.
759863.0077,2926910.391,452,54,999,"American Legion Hwy., Canterbury St., & Kingbird Rd."
774235.6993,2941414.157,453,61,542,"Annabel St., Columbia Rd., & Holden St."
771685.3886,2953017.66,454,165,281,Berkeley St. & St. James Ave.
756980.7703,2929873.725,455,63,2163,"Arborway Ramps, Forest Hills MBTA Station Busway Exit, South St., & Washington St."
771684.8951,2954831.807,456,70,71,"Arlington St., Beacon St., Embankment Rd., & Marlborough St.  (INT#71 & INT#72)"
772429.232,2952919.152,457,71,76,"Arlington St., Columbus Ave., & Stuart St."
771989.8233,2954134.409,458,72,73,"Arlington St., Commonwealth Ave., & Newbury St.  (INT#73 & INT#74)"
772785.6986,2951952.159,459,73,364,"Arlington St., Herald St., & Tremont St."
750253.5067,2953361.908,460,74,334,"Arlington St., Market St., & Sparhawk St."
772320.7611,2953262.409,461,75,1378,"Arlington St., Park Plaza, & St. James Ave."
774056.5748,2929444.655,462,78,235,"Ashmont St., Dorchester Ave., & Talbot Ave. (Peabody Sq.)"
778348.9505,2931059.155,463,79,585,"Ashmont St., Freeport St., & Neponset Ave."
771116.3241,2931410.905,464,80,4047,"Aspinwall St., Spencer St., & Talbot Ave."
777460.6942,2957892.985,465,92,33,"Atlantic Ave., Commercial St., Eastern St., & Fleet St."
777086.6369,2956886.91,466,93,1961,"Atlantic Ave., Cross St., & Mercantile St.  (Monitor #7002)"
775901.6992,2952709.409,467,94,3078,"Atlantic Ave., Kneeland St., & Ramps"
773855.1986,2962185.161,468,97,1545,"Austin St., Green St., & Main St."
747692.2483,2924019.126,469,110,1320,"Baker St., Centre Lane, & Centre St."
767004.8234,2929952.154,470,112,1010,"Balsam St., Blue Hill Ave., & Johnston Rd."
774339.5114,2953416.159,471,115,16,"Beach St., LaGrange St., & Washington St."
750897.0697,2947662.157,472,132,684,Beacon St. & Prendergast St.
750897.0697,2947662.157,473,133,685,Beacon St. & Prendergast St.
765071.4413,2952387.847,474,135,150,"Beacon St., Brookline Ave., Commonwealth Ave., & Deerfield St. (Kenmore Sq.)"
765071.4412,2952387.847,475,136,3086,"Beacon St., Commonwealth Ave., & Raleigh St."
774970.5738,2955794.16,476,137,11,"Beacon St., School St., & Tremont St."
754404.6955,2926652.654,477,140,579,"Beech St., Walworth St., & Washington St.  (Monitor #583)"
750857.1328,2929905.154,478,143,260,"Belgrade Ave., Centre St. & Manthorne Rd."
748990.9853,2928602.869,479,145,1086,"Bellevue St., Bird Pl., & Centre St."
772907.5752,2939247.153,480,146,4081,"Bellevue St., Columbia Rd., & Glendale St."
769215.1356,2951180.409,481,148,102,"Belvidere St., Huntington Ave., & West Newton St."
782168.4681,2962700.278,482,157,296,"Bennington St., Brooks St., & Havre St."
771359.9925,2953901.51,483,161,106,Berkeley St. & Commonwealth Ave.
771359.9925,2953901.51,484,162,107,Berkeley St. & Commonwealth Ave.
772455.1363,2951143.159,485,167,86,"Berkeley St., East Berkeley St., & Tremont St."
751457.9444,2955996.159,486,173,9014,"Birmingham Pkwy, Lincoln St., & Market St."
764139.6969,2952601.409,487,177,760,"Blandford St., Commonwealth Ave., & Silber Way"
773199.0737,2956921.41,488,178,740,"Blossom St., Cambridge St., & Garden St."
768886.636,2937711.656,489,195,190,"Blue Hill Ave., Cheney St., & Washington St."
771101.761,2943869.407,490,197,306,"Blue Hill Ave., Dudley St., & Magazine St."
766306.8218,2927066.08,491,198,984,"Blue Hill Ave., Fessenden St., & Wellington Hill St."
768235.1983,2935331.406,492,199,215,"Blue Hill Ave., Glen Lane, & Glenway St."
767604.9551,2932709.998,493,200,217,"Blue Hill Ave., Harvard St., & Talbot Ave."
789073.7011,2966484.162,494,202,430,"Boardman St., Ford St., & Saratoga St."
774774.6993,2942097.907,495,206,220,"Boston St., Columbia Rd., & Massachusetts Ave. (Edward Everett Sq.)"
775963.639,2945412.921,496,207,172,"Boston St., Dorchester Ave., Dorchester St., Southampton St., & Preble St. (Andrew Square)"
778574.9175,2952731.434,497,209,4057,"Boston Wharf Rd., Congress St., & West Service Rd."
774307.7613,2956944.41,498,214,37,"Bowdoin St., Cambridge St., & New Chardon St."
771505.074,2934413.156,499,215,359,"Bowdoin St., Harvard St., & Washington St."
763592.2596,2950386.908,500,231,9002,"Boylston St., Brookline Ave., & Park Drive  (Formerly #158)"
761202.2593,2941694.407,501,232,239,"Boylston St., Centre St., Moraine St., & South Huntington Ave."
772007.9289,2964790.211,502,233,66,"Boylston St., Charles St., & Charles St. South"
768188.6256,2952065.345,503,234,1357,"Boylston St., Dalton St., & Hereford St."
774395.4417,2953739.823,504,235,17,"Boylston St., Essex St., & Washington St."
767246.1975,2951718.159,505,236,609,"Boylston St., Hemenway St., & Ipswich St."
764891.3845,2950846.659,506,237,753,"Boylston St., Jersey St., & Yawkey Way"
771817.237,2946528.381,507,238,135,"Bradston St., JFF On-Ramp, Massachusetts Ave., & Southampton St."
754159.6325,2954081.909,508,243,186,"Brighton Ave., Cambridge St., & North Beacon St. (Union Sq.)"
757604.2283,2953546.047,509,244,179,"Brighton Ave., Commonwealth Ave., & Malvern St. (Packards Corner)"
766189.9478,2942188.157,510,245,683,"Brinton St., Marcella St., & Washington St.  (Monitor #4092)"
762067.5082,2948429.409,511,254,472,"Brookline Ave., Deaconess Rd., & Jimmy Fund Way"
763428.0726,2950173.347,512,255,9011,"Brookline Ave., Fenway, & Riverway"
764036.8844,2950960.658,513,256,4077,"Brookline Ave., Fullerton St., & Kilmarnock St."
760032.597,2953247.197,514,260,604,"Buick St., Commonwealth Ave., & St. Paul St."
775840.6363,2962751.411,515,262,1657,"Bunker Hill St., Tufts St., & Vine St.  (Hayes Square)"
772277.3239,2941763.907,516,263,4127,"Burgess St., Dudley St., & Folsom St."
757530.5092,2918401.157,517,265,1468,"Business St., Gordon Ave., & River St."
763016.0095,2947038.908,518,268,197,"Calumet St., Francis St., Huntington Ave., & Tremont St. (Brigham Cir.) (Monitor #198)"
775122.5017,2956330.828,520,281,2020,"Cambridge St., Court St., & Tremont St."
772718.6359,2956903.16,521,283,723,"Cambridge St., Grove St., & North Grove St."
756711.8831,2955440.909,522,284,1325,"Cambridge St., Lincoln St., & Service Rd."
774727.8232,2956831.16,523,285,38,"Cambridge St., New Sudbury St., & Somerset St."
769754.9477,2964620.911,524,286,592,"Cambridge St., Parker St., & Stark St."
751581.6759,2952823.07,525,287,619,"Cambridge St., Sparhawk St., & Warren St."
774052.3238,2956935.66,526,288,121,"Cambridge St., Staniford St., & Temple St."
750661.778,2952365.292,527,289,633,"Cambridge St., Washington St., & Winship St. (Morgan Sq.)"
758007.2968,2926577.116,528,292,1730,"Canterbury St., Grew Ave., & Poplar St."
761745.3977,2952901.724,529,294,1329,"Carlton St., Commonwealth Ave., & University Rd."
775486.5741,2959062.911,530,298,29,"Causeway St., Commercial St., & North Washington St. (Keany Sq.)"
774169.775,2958036.088,531,299,109,"Causeway St., Lomasney Way, Merrimac St., & Staniford St."
771807.0111,2952688.659,532,166,279,Berkeley St. & Stuart St.
769935.7613,2931874.905,533,168,1186,Bernard St. & Talbot Ave.
762653.0698,2948536.659,534,171,1310,Binney St. & Longwood Ave.
773166.8867,2939970.907,535,172,536,Bird St. & Columbia Rd.
762920.9436,2948365.41,536,174,708,Blackfan Circle & Longwood Ave.
778772.3861,2930350.654,537,175,1345,Blackwell St. & Neponset Ave.
759308.4141,2929292.77,538,176,563,Blakemore St. & Hyde Park Ave.
766458.5794,2927652.2,539,179,1813,Blue Hill Ave. & Clarkwood St.
768414.0109,2935897.906,540,180,218,Blue Hill Ave. & Columbia Rd.
766091.3023,2923200.914,541,181,843,Blue Hill Ave. & Fairway St.
769567.4484,2938961.406,542,182,1437,Blue Hill Ave. & Intervale St.
770646.2612,2942972.407,543,183,1729,Blue Hill Ave. & Moreland St.
766202.8857,2925897.654,544,184,231,Blue Hill Ave. & Norfolk St.
770078.3237,2939952.156,545,185,394,Blue Hill Ave. & Quincy St.
766118.6336,2924297.153,546,186,957,Blue Hill Ave. & Regis Rd.
768492.0734,2936534.656,547,187,2103,Blue Hill Ave. & Seaver St.
766154.1715,2926318.251,548,189,232,Blue Hill Ave. & Walk Hill St.
767354.0734,2931400.155,549,192,1011,Blue Hill Ave. & Westview St.
766130.8993,2924915.074,550,193,1842,Blue Hill Ave. & Woodhaven St.
766876.9749,2929385.196,551,194,1009,Blue Hill Ave. & Woodrow Ave.
775099.387,2943276.658,552,204,1809,Boston St. & Harvest St.
775460.574,2944111.406,553,205,1418,Boston St. & Washburn St.
779007.9747,2953528.422,554,208,3108,Boston Wharf Rd. & Seaport Blvd.
772069.5115,2935893.406,555,210,139,Bowdoin St. & Geneva Ave.
773290.6369,2936923.656,556,211,285,Bowdoin St. & Hamilton St.
774559.7641,2938559.406,557,212,1314,Bowdoin St. & Hancock St.
773811.7619,2937583.656,558,213,268,Bowdoin St. & Quincy St.
770993.6359,2953102.409,559,217,78,Boylston St. & Clarendon St.
770422.8233,2952890.159,560,218,79,Boylston St. & Dartmouth St.
769835.2591,2952672.913,561,219,80,Boylston St. & Exeter St.
768687.0728,2952249.659,562,221,1573,Boylston St. & Gloucester St.
772624.0791,2953667.716,563,222,123,Boylston St. & Hadassah Way
764299.3846,2950627.658,564,224,1248,Boylston St. & Kilmarnock St.
763023.6957,2940800.653,565,225,1143,Boylston St. & Lamartine St.
767611.0102,2951850.659,566,226,92,Boylston St. & Massachusetts Ave.
773872.5739,2953735.41,567,229,3,Boylston St. & Tremont St.
764821.2479,2941285.297,568,239,801,Bragdon St. & Columbus Ave.
764830.9516,2940926.94,569,240,3079,Bray St. & Columbus Ave.
755616.4461,2953860.405,570,241,185,Brighton Ave. & Harvard Ave.
774748.8245,2955491.409,571,249,10,Bromfield St. & Tremont St.
761596.3217,2947817.908,572,250,9013,Brookline Ave & Riverway
762349.318,2948773.161,573,252,270,Brookline Ave. & Longwood Ave.
762755.6158,2949300.771,574,253,458,Brookline Ave. & Short St.
782632.6043,2962309.237,575,257,1466,Brooks St. & Chelsea St.
758336.8218,2927954.404,576,258,454,Brown Ave. & Cummins Hwy.
760464.3625,2938805.37,577,264,1540,Burroughs St. & Centre St.
761007.2265,2943312.536,578,266,1419,Bynner St. & South Huntington Ave.
751963.3429,2953042.11,579,269,2062,Cambridge St. & Dustin St.
752673.6775,2953345.791,580,270,699,Cambridge St. & Eleanor St. @ School Driveway
753399.2097,2953722.237,581,271,449,Cambridge St. & Gordon St.
757136.258,2955653.409,582,274,803,Cambridge St. & North Harvard St.
758017.4453,2956080.244,583,276,1326,Cambridge St. & Windom St.
755597.5702,2954904.159,584,277,1154,Cambridge St. @ Highgate St.
759225.4327,2926793.766,585,290,797,Canterbury St. & Hyde Park Ave.
758591.572,2926618.654,586,291,1714,Canterbury St. & Pinedale Rd.
760183.2593,2937385.156,587,295,1787,Carolina Ave. & South St.
774451.1393,2958279.907,588,297,303,Causeway St. & Portland St.
765142.3626,2944864.637,589,300,1077,Cedar St. & Columbus Ave.
767364.236,2943440.953,590,301,64,Cedar St. & Washington St.
758688.1325,2918497.032,591,303,1132,Central Ave. & River St.
751815.508,2930055.404,592,307,439,Centre St. & Colbert St.
749552.2533,2929491.652,593,308,272,Centre St. & Corey St.
748668.4462,2927495.403,594,309,261,Centre St. & LaGrange St.
764183.9468,2942918.152,595,310,805,Centre St. & Lamartine St.
763017.8223,2942877.155,596,311,1090,Centre St. & Mozart St.
765502.385,2944693.407,597,302,1017,"Cedar St., Centre St., & Fort Ave."
748904.2574,2928296.904,598,312,1779,Centre St. & Mt. Vernon St.
749125.445,2929114.404,599,313,1687,Centre St. & Park St.
780715.6373,2961714.411,600,305,170,"Central Sq., Meridian St., & Saratoga St."
752299.8857,2930254.903,601,315,513,Centre St. & South St.
764769.1957,2943690.021,602,318,196,"Centre St., Columbus Ave., & Heath St."
754638.8834,2932531.155,603,316,353,Centre St. & Weld St.
764769.1957,2943690.021,604,319,287,"Centre St., Columbus Ave., & Ritchie St."
750276.8838,2929995.652,605,317,1493,Centre St. & Willow St.
772421.3858,2955422.16,606,330,140,Charles St. & Chestnut St.
762043.3221,2942742.657,607,320,1089,"Centre St., Creighton St., & Forbes St."
772307.4484,2955698.16,608,331,141,Charles St. & Mt. Vernon St.
760156.0094,2938135.906,609,321,242,"Centre St., Eliot St., & South St."
772189.5109,2956069.91,610,332,142,Charles St. & Pinckney St.
760542.0109,2939405.896,611,323,293,"Centre St., Green St., & Myrtle St."
772179.1359,2956314.16,612,333,143,Charles St. & Revere St.
748330.3825,2926822.153,613,324,620,"Centre St., Lorette St., & St. Theresa Ave."
773250.0862,2953214.211,614,335,1732,Charles St. South & Stuart St.
771951.1369,2931079.655,615,325,225,"Centre St., Norfolk St., Talbot Ave., & Washington St. (Codman Sq.)"
775971.4492,2959519.911,616,341,537,Charter St. & Commercial St.
748161.0072,2926610.653,617,326,275,"Centre St., Spring St., & Temple St."
775296.4489,2954543.16,618,342,59,Chauncy St. & Summer St.
771606.949,2938150.906,619,327,995,"Ceylon St., Columbia Rd., & Columbia Terrace"
775518.696,2961535.393,620,343,4037,Chelsea St. & Constitution Rd.
773073.261,2953777.659,621,329,9008,"Charles Circle, Charles St., & Storrow Dr. Ramp"
776060.8383,2962106.256,622,344,3038,Chelsea St. & Fifth St.
773315.5733,2952422.91,623,336,1783,"Charles St. South, Jefferson St., & Tremont St."
782242.7625,2961847.411,624,345,445,Chelsea St. & Marion St.
766568.8122,2952409.191,625,337,3090,Charlesgate East & Commonwealth Ave.
783376.4497,2963180.663,626,346,2311,Chelsea St. & Prescott St.
766568.8122,2952409.191,627,338,3091,Charlesgate East & Commonwealth Ave.
777198.8516,2963652.194,628,347,4053,Chelsea St. & Sixteenth St.
766568.8122,2952409.191,629,339,3088,Charlesgate West & Commonwealth Ave.
777047.8634,2963377.819,630,348,3039,Chelsea St. & Thirteenth St.
766568.8122,2952409.191,631,340,3089,Charlesgate West & Commonwealth Ave.
774925.6905,2960977.95,632,349,2339,Chelsea St. & Warren St.
781807.0127,2961339.161,633,352,396,"Chelsea St., George R. Visconti Rd., & Porter St."
772437.3238,2945766.158,634,354,1157,Chesterton St. & Massachusetts Ave.
749747.6944,2950071.408,635,357,2070,"Chestnut Hill Ave., Hatherly Rd., & Engine #29"
749940.3818,2948377.908,636,355,182,Chestnut Hill Ave. & Commonwealth Ave.
749849.8188,2952423.156,637,358,184,"Chestnut Hill Ave., Market St., & Washington St."
749564.3194,2949683.658,638,356,713,Chestnut Hill Ave. & Embassy Rd.
749362.1318,2949251.408,639,359,631,"Chestnut Hill Ave., South St., & Strathmore Rd."
760252.0092,2937009.656,640,360,809,Child St. & South St.
770776.7606,2953689.659,641,365,3044,Clarendon St. & Commonwealth Ave.
750483.5699,2949226.157,642,361,453,Chiswick Rd. & Commonwealth Ave.
770776.7606,2953689.659,643,366,3045,Clarendon St. & Commonwealth Ave.
772763.542,2953047.862,644,362,347,Church St. & Stuart St
769265.0108,2942189.157,645,372,1204,"Clifford St., Dale St., & Warren St."
751031.7899,2932025.279,646,363,687,Church St. & Weld St.
758867.3846,2923759.403,647,376,568,"Collins St., Hyde Park Ave., & Metropolitan Ave."
771460.2611,2951863.159,648,364,1639,Clarendon St. & Columbus Ave.
773756.9492,2940865.157,649,387,223,"Columbia Rd., Dudley St., & Stoughton St. (Uphams Corner)"
770621.1982,2954108.409,650,367,679,Clarendon St. & Marlborough St.
765812.8896,2946061.891,651,398,192,"Columbus Ave., Malcolm X Blvd., & Tremont St."
770885.4484,2953394.409,652,368,742,Clarendon St. & Newbury St.
765690.7519,2939483.024,653,399,616,"Columbus Ave., Seaver St., & Walnut Ave."
771104.1984,2952800.909,654,369,707,Clarendon St. & St. James Ave.
770198.9454,2953473.908,655,417,3046,Commonwealth Ave. & Dartmouth St.
771226.018,2952473.961,656,370,466,Clarendon St. & Stuart St.
769621.5731,2953259.659,657,418,4010,Commonwealth Ave. & Exeter St.
771920.2609,2950625.159,658,371,1250,Clarendon St. & Tremont St.
768996.8229,2953029.659,659,419,4008,Commonwealth Ave. & Fairfield St.
776206.047,2956817.962,660,373,4108,Clinton St. & North St.
768472.4479,2952837.659,661,420,4006,Commonwealth Ave. & Gloucester St.
768063.9483,2952683.907,662,422,4004,Commonwealth Ave. & Hereford St.
751887.9448,2949826.158,663,375,1206,Colborne Rd. & Commonwealth Ave.
770198.9454,2953473.908,664,423,3047,Commonwealth Ave. & Dartmouth St.
770873.8243,2937359.406,665,377,1164,Columbia Rd. & Devon St.
776030.387,2942183.657,666,378,221,Columbia Rd. & Dorchester Ave.
769621.5731,2953259.659,667,424,4011,Commonwealth Ave. & Exeter St.
770260.6959,2936830.907,668,380,541,Columbia Rd. & Geneva Ave
768996.8229,2953029.659,669,425,4009,Commonwealth Ave. & Fairfield St.
773460.8868,2940400.157,670,381,226,Columbia Rd. & Hancock St.
768472.4479,2952837.659,671,426,4007,Commonwealth Ave. & Gloucester St.
775237.9163,2941933.238,672,382,448,Columbia Rd. & Pond St.
747694.5689,2949168.657,673,427,1789,Commonwealth Ave. & Greycliff St.
772462.3867,2938749.156,674,383,371,Columbia Rd. & Quincy St.
768063.9483,2952683.907,675,428,4005,Commonwealth Ave. & Hereford St.
769150.8859,2936131.906,676,384,229,Columbia Rd. & Seaver St.
759282.4461,2953363.409,677,429,1422,"Commonwealth Ave., Harry Agganis Way, & Pleasant St."
769654.6986,2936574.656,678,385,144,Columbia Rd. & Washington St.
753501.0701,2952218.658,679,430,323,"Commonwealth Ave., Kelton St., & Warren St."
750700.632,2949423.408,680,431,1191,"Commonwealth Ave., Kinross St., & Wallingford Rd."
746426.8186,2949137.657,681,432,879,"Commonwealth Ave., Lake St., & St. Thomas Moore Rd."
770239.0734,2949398.658,682,433,1620,"Concord Sq., Tremont St., & West Concord St."
778924.4585,2952443.899,683,443,4056,"Congress St., East Service Rd., & Ramp CI"
775520.8874,2957441.911,684,444,1685,"Congress St., New Sudbury St., & Sudbury St."
775860.3714,2956608.232,685,445,26,"Congress St., North St., & Union St"
754523.8834,2930184.404,686,447,1205,"Congreve St., South St., & Washington St."
775603.0116,2957808.66,687,448,4095,"Cooper St., Cross St., North Washington St., & Ramp ST-SA  (Monitor #34)"
769235.3858,2942541.157,688,449,712,"Copeland St., Warren St., & Waverly St."
756570.4463,2929355.654,689,453,251,"Corinth St., Poplar St., & Washington St."
775684.0741,2956097.91,690,455,25,"Court St., State St., & Washington St."
776046.887,2941462.157,691,457,523,"Crescent Ave., Dorchester Ave., & East Cottage St."
776478.5356,2957339.958,692,459,301,"Cross St., North St., & Ramp CN-SA  (Monitor #1961)"
776089.7623,2957609.66,693,460,292,"Cross St., Salem St., & Sudbury St.  (Monitor #4094)"
768898.4561,2950768.318,694,461,4000,Cumberland St. & Huntington Ave.
768898.4561,2950768.318,695,462,4001,Cumberland St. & Huntington Ave.
761933.2599,2925240.653,696,470,906,"Cummins Hwy., Harvard St., & Wood Ave."
763174.698,2924152.903,697,471,346,"Cummins Hwy., Itasca St., & Ridlon Rd."
765465.8231,2923316.903,698,472,952,"Cummins Hwy., Rexford St., & Rockdale St."
779448.7052,2953263.188,699,485,606,"D St., Northern Ave., & Seaport Blvd."
770538.3857,2952594.409,700,493,81,"Dartmouth St., Huntington Ave., & St. James Ave."
771402.2609,2950247.159,701,494,145,"Dartmouth St., Tremont St., & West Dedham St."
768650.323,2948230.658,702,495,1155,"Davenport St., Hammond St., & Tremont St."
769933.105,2945038.731,703,497,4060,"Dearborn St., Dudley St., & Mt. Pleasant St."
775608.5694,2937416.657,704,517,222,"Dorchester Ave., East St., Freeport St., Hancock St., & Hoyt St."
775981.6997,2944875.408,705,518,1050,"Dorchester Ave., Father Anthony Songin Way, & Major O'Connor Way"
775119.0123,2934575.906,706,519,2301,"Dorchester Ave., Faulkner St., & Lincoln St."
774370.0748,2930988.905,707,520,1168,"Dorchester Ave., Lonsdale St., & Welles Ave."
774837.1926,2933237.667,708,521,673,"Dorchester Ave., Melville Ave., & Parkman St."
779061.8869,2947598.908,709,526,175,"Dorchester St., East Broadway, & West Broadway (Perkins Sq.)"
771857.8237,2942426.907,710,532,754,"Dudley St., East Cottage St., & West Cottage St."
772202.7618,2929644.155,711,534,4029,"Dunbar Ave., Roslin St., & Washington St."
773112.261,2962941.661,712,535,3134,"Dunstable St., Main St., & Sullivan St."
780558.3484,2947645.701,713,542,1008,"East Broadway, Emerson St., & I St."
771749.261,2949074.408,714,544,650,"East Brookline St., Washington St., & West Brookline St."
781760.2629,2948293.909,715,549,991,"East First St., L St., & Summer St."
771448.6985,2948800.658,716,551,383,"East Newton St., Washington St., & West Newton St."
779448.7052,2953263.188,717,552,3107,"East Service Rd., Northern Ave., &  Seaport Blvd."
762036.9459,2938654.154,718,555,435,"Elm St., Green St., & Lamartine St."
752598.5553,2924672.263,719,557,255,"Enneking Pkwy., LaGrange St., & Washington St."
752598.5553,2924672.263,720,558,254,"Enneking Pkwy., Washington St., & West Roxbury Pkwy."
775638.073,2953727.404,721,564,1291,"Essex St., Lincoln St., & Surface Rd."
751803.6955,2954742.663,722,565,1259,"Etna St., Life St., & North Beacon St."
769270.8233,2946272.908,723,567,1007,"Eustis St., Washington St., & Williams St."
764889.9981,2948705.182,724,569,9003,"Evans Way, Fenway, & Louis Prang St."
770049.4565,2952054.804,725,575,82,"Exeter St., Huntington Ave., & Stuart St."
766839.9485,2926530.154,726,584,985,"Fessenden St., Mildred Ave., & Norfolk St."
757416.7557,2930424.966,727,585,978,"Firth Rd., South St., & Washington St."
763934.01,2939151.656,728,588,711,"Forest Hills St., Montebello Rd., & Washington St."
766388.4475,2948860.658,729,590,569,"Forsyth Way, Huntington Ave., & Parker St."
756056.0079,2957147.159,730,594,1183,"Franklin St., Kingsley St., & North Harvard St."
763125.8222,2938037.406,731,608,241,"Glen Rd., Green St., & Washington St."
769667.7614,2933313.405,732,609,1081,"Glenway St., Harvard St., & Warner St."
758733.2596,2922157.653,733,615,1469,"Greenwood Ave., Hyde Park Ave., & Thatcher St."
765376.3225,2946139.408,734,618,1972,"Gurney St., Terrace St., & Tremont St."
771084.8873,2945234.907,735,620,709,"Hampden St., Keegan St., & Norfolk Ave."
776526.9492,2957854.16,736,622,35,"Hanover St., Parmenter St., & Richmond St."
769771.2575,2951760.248,737,623,4002,"Harcourt St., Huntington Ave., & Ring Rd."
774311.4488,2951800.909,738,633,395,"Harrison Ave., Hudson St., & Marginal Rd."
772797.5763,2949286.657,739,634,390,"Harrison Ave., Malden St., & Msgr. Reynolds Way"
770879.8237,2934947.406,740,635,608,"Harvard Ave., Vassar St., & Washington St."
766557.421,2938138.338,741,651,432,"Humboldt Ave., Old Trail Rd., & Seaver St."
767296.3212,2949355.412,742,657,4019,Huntington Ave. & Opera Place
767296.3212,2949355.412,743,658,4020,Huntington Ave. & Opera Place
765513.6824,2948341.153,744,661,3096,"Huntington Ave., Louis Prang St., & Ruggles St."
761802.5405,2946714.399,745,662,613,"Huntington Ave., Mission Park Dr., & Parker Hill Ave."
773511.612,2924587.046,746,15,475,Adams St @ #1185
